Date,Region,Cohort,Format,Device,Gender,Age,Income,Spends,Impressions,Clicks,Views,Install,Registration
05-10-2024,KOL,Channels Targeting,NoSkip,Android,Both,2544,AllInc,"₹1,051",287,5,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,Android,Both,2544,AllInc,₹344,111,-,-,-,-
07-10-2024,KOL,Channels Targeting,NoSkip,Android,Both,2544,AllInc,₹35,29,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹13,6,-,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹30,10,-,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹7,8,-,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹19,14,-,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹22,12,-,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹41,13,-,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T30Inc,₹3,1,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹15,7,-,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹29,18,1,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹17,28,1,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹30,27,-,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹62,30,-,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹93,26,-,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,2544,T50Inc,₹77,19,-,-,-,-
29-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹4,3,-,-,-,-
29-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹4,3,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹22,23,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹233,171,2,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹25,38,-,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹409,273,4,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹21,32,-,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹452,324,1,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹35,40,-,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹582,420,1,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹54,38,-,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹519,259,5,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹82,38,-,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹817,246,-,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,4554,AllInc,₹32,14,-,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹313,102,1,-,-,-
07-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,4554,AllInc,₹41,29,-,-,-,-
02-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹57,327,6,-,-,-
03-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹99,434,-,-,-,-
03-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹15,85,-,-,-,-
04-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹5,19,-,-,-,-
04-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹0,1,-,-,-,-
05-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹459,"1,079",8,-,-,1
05-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹41,99,-,-,-,-
06-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹447,910,6,-,-,-
06-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹40,86,-,-,-,-
07-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹577,"1,191",9,-,-,1
07-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹90,157,-,-,-,-
08-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹713,"1,340",7,-,-,-
08-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹80,152,-,-,-,-
09-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹107,167,-,-,-,-
09-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹523,"1,076",5,-,-,2
09-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹59,115,-,-,-,-
10-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹83,151,-,-,-,-
10-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹269,559,5,-,-,-
10-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹53,100,-,-,-,-
11-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹140,248,1,-,-,-
11-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹455,869,4,-,-,1
11-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹74,135,1,-,-,-
12-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹127,239,-,-,-,-
12-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹668,"1,302",6,-,-,2
12-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹84,170,-,-,-,-
13-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹81,149,-,-,-,-
13-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹539,889,1,-,2,-
13-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹75,130,-,-,-,-
14-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹42,64,-,-,-,-
14-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹241,529,2,-,-,-
14-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹54,103,-,-,-,-
15-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹95,124,-,-,-,-
15-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹646,"1,093",6,-,-,-
15-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹78,119,-,-,-,-
16-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹66,114,-,-,-,-
16-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹6,346","10,806",64,-,2,3
16-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹61,99,1,-,-,-
17-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹66,113,-,-,-,-
17-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,384","13,108",72,-,1,1
17-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹65,84,-,-,-,-
18-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹124,226,-,-,-,-
18-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹7,431","13,878",87,-,3,4
18-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹71,130,1,-,-,-
19-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹119,204,-,-,-,-
19-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹6,902","12,124",85,-,3,5
19-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹58,96,-,-,-,-
20-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹84,160,-,-,-,-
20-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹6,079","11,144",74,-,5,2
20-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹61,95,-,-,-,-
21-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹102,234,-,-,-,-
21-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹6,044","11,165",89,-,1,-
21-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹65,98,-,-,-,-
22-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹72,156,-,-,-,-
22-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,217","7,339",43,-,2,3
22-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹58,77,-,-,-,-
23-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹59,105,-,-,-,-
23-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,100","5,959",38,-,2,3
23-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹30,44,-,-,-,-
24-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹100,183,-,-,-,-
24-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,420","5,906",33,-,4,2
24-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹28,42,-,-,-,-
25-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹140,218,-,-,-,-
25-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,164","5,611",36,-,-,1
25-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹20,28,-,-,-,-
26-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹145,233,-,-,-,-
26-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹2,835","4,858",39,-,2,2
26-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹50,58,-,-,-,-
27-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹165,232,-,-,-,-
27-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,191","4,971",39,-,-,2
27-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹57,68,-,-,-,-
28-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹263,287,-,-,-,-
28-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,551","5,096",22,-,-,1
28-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹67,50,-,-,-,-
29-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹338,352,1,-,-,-
29-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,377","5,652",40,-,3,2
29-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹70,70,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹220,232,-,-,-,-
30-09-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,743","4,776",27,-,2,2
30-09-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹74,71,-,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹158,152,-,-,-,-
01-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,686","4,656",26,-,1,2
01-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹88,53,-,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹292,369,-,-,-,-
02-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹4,279","4,476",24,-,-,4
02-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹96,72,-,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹357,445,-,-,-,-
03-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,522","4,205",15,-,-,1
03-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹143,92,-,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹690,370,-,-,-,-
04-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹5,677","4,095",36,-,1,-
04-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹225,121,-,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,"₹1,139",375,1,-,-,-
05-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹5,647","2,869",17,-,-,1
05-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹290,85,1,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,CTV&Desktop,Males,AllAge,AllInc,₹919,314,-,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,"₹3,344","1,757",7,-,-,-
06-10-2024,KOL,Channels Targeting,NoSkip,iOS,Males,AllAge,AllInc,₹81,28,-,-,-,-
07-10-2024,KOL,Channels Targeting,NoSkip,Android,Males,AllAge,AllInc,₹412,322,3,-,-,-
29-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹0,1,-,-,-,-
29-09-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹0,1,-,-,-,-
30-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹4,23,-,3,-,-
30-09-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹9,27,-,7,-,-
01-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹14,43,-,10,-,-
01-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹15,44,-,9,-,-
02-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹11,45,-,14,-,-
02-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹3,41,-,5,-,-
03-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹16,51,-,11,-,-
03-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹9,52,-,8,-,-
04-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹11,59,-,15,-,-
04-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹20,64,1,12,-,-
05-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹7,48,-,10,-,-
05-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹10,49,2,8,-,-
06-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Females,AllAge,AllInc,₹3,20,-,3,-,-
06-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹11,43,-,8,-,-
07-10-2024,KOL,Channels Targeting,Skip,Android,Females,AllAge,AllInc,₹0,13,-,1,-,-
20-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,8,-,2,-,-
21-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹3,28,-,4,-,-
21-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,2,-,-,-,-
23-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,7,-,-,-,-
24-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹5,19,-,7,-,-
24-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹1,4,-,2,-,-
25-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹4,10,-,6,-,-
25-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,4,-,-,-,-
26-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,12,-,1,-,-
26-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,2,-,-,-,-
27-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹4,20,-,4,-,-
27-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹2,5,-,2,-,-
28-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹21,41,-,18,-,-
28-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹1,8,-,1,-,-
29-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹3,30,-,2,-,-
29-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,3,-,-,-,-
30-09-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹7,24,-,7,-,-
30-09-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,9,-,-,-,-
01-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹8,18,-,5,-,-
01-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹7,7,-,2,-,-
02-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,21,-,1,-,-
02-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹7,18,1,4,-,-
03-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹7,34,-,8,-,-
03-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹3,14,-,1,-,-
04-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹9,37,-,9,-,-
04-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹8,19,-,3,-,-
05-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,11,-,1,-,-
05-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,8,-,-,-,-
06-10-2024,KOL,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,5,-,-,-,-
06-10-2024,KOL,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,8,-,-,-,-
30-09-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹3,4,-,3,-,-
01-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹3,7,-,1,-,-
02-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹0,8,-,1,-,-
03-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹7,14,-,4,-,-
04-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹4,8,-,2,-,-
05-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹1,11,-,2,-,-
06-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T30Inc,₹9,3,-,2,-,-
30-09-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹3,2,-,1,-,-
01-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹0,1,-,-,-,-
02-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹1,7,-,1,-,-
03-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹2,6,-,1,-,-
04-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹2,8,-,1,-,-
05-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹0,5,-,-,-,-
06-10-2024,KOL,Channels Targeting,Skip,Android,Males,2544,T50Inc,₹3,4,-,1,-,-
29-09-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹1,2,-,1,-,-
29-09-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹1,2,-,1,-,-
30-09-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹3,28,-,3,-,-
30-09-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹1,2,-,1,-,-
01-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹5,41,2,3,-,-
01-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹0,4,-,-,-,-
02-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹19,49,-,11,-,-
02-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹0,7,-,-,-,-
03-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹3,51,1,2,-,-
03-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹0,3,-,-,-,-
04-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹6,32,1,5,-,-
04-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹2,8,-,1,-,-
05-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹7,46,-,6,-,-
05-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹0,1,-,-,-,-
06-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹6,34,1,6,-,-
06-10-2024,KOL,Channels Targeting,Skip,iOS,Males,4554,AllInc,₹0,1,-,-,-,-
07-10-2024,KOL,Channels Targeting,Skip,Android,Males,4554,AllInc,₹1,8,-,1,-,-
29-09-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹685,"1,562",3,-,-,-
30-09-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹932,"2,001",6,-,-,-
01-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,"₹1,885","3,051",6,-,-,-
02-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,"₹1,766","3,052",5,-,-,-
03-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,"₹1,971","3,212",7,-,-,-
04-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,"₹2,068","3,453",12,-,-,-
05-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹808,"1,759",6,-,-,-
06-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹290,714,-,-,-,-
07-10-2024,KOL,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹45,131,-,-,-,-
29-09-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹188,303,-,-,-,-
30-09-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹399,558,1,-,-,-
30-09-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹6,046","26,263",175,-,4,-
01-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,"₹1,052","1,167",1,-,-,-
01-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹7,341","26,660",162,-,1,-
02-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹815,933,1,-,-,-
02-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹6,255","28,264",186,-,-,-
03-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹621,645,1,-,-,-
03-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹4,957","22,451",149,-,2,1
04-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹711,786,-,-,-,-
04-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹3,979","18,118",110,-,1,-
05-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹269,411,-,-,-,-
05-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹1,498","9,178",56,-,-,-
06-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹79,137,1,-,-,-
06-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,₹335,"2,183",12,-,-,-
07-10-2024,KOL,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹21,35,-,-,-,-
07-10-2024,KOL,Search Targeting,NoSkip,Android,Females,2554,T50Inc,₹31,251,1,-,-,-
30-09-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹4,592","19,911",138,-,-,-
01-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹9,831","38,987",271,-,2,-
02-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹7,192","32,480",244,-,-,-
03-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹5,486","25,193",184,-,3,1
04-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹4,985","22,966",160,-,1,-
05-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,"₹3,170","17,046",126,-,2,-
06-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,₹989,"6,051",53,-,-,-
07-10-2024,KOL,Search Targeting,NoSkip,Android,Both,4554,AllInc,₹227,"1,640",5,-,-,-
02-09-2024,KOL,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹232,960,11,-,-,-
03-09-2024,KOL,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹1,474","4,742",28,-,-,-
